dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
5,0.0643965,1.029759,0.0579134,0.1354546,0.8879082,0.0394649,0.4178446,1.0079073,0.9563697,1.0927701
5,0.0864061,1.0485666,0.0617619,0.217796,0.9143468,0.1308039,0.2912849,1.0525063,0.9712731,0.9943668
5,0.0551636,1.0430335,0.0477851,0.1333992,0.8128471,0.0903152,0.406725,1.0978838,0.9866838,0.9050189
5,0.0571842,0.997102,0.0896564,0.1542645,0.9129045,0.1879843,0.3952278,1.0293196,1.0284234,1.0752229
5,0.0670398,0.9978785,0.0706919,0.180574,0.8768623,0.1091397,0.399037,0.9646216,0.980326,1.0575752
5,0.0913532,0.997994,0.0751324,0.1472136,0.9191335,0.1166066,0.4007622,1.057425,1.0455572,1.021933
5,0.0780301,0.9642678,0.059071,0.1597028,0.9530257,0.0662688,0.4102354,1.0990072,1.1133229,0.9088537
5,0.0741278,1.070056,0.0620404,0.1763379,0.8791162,0.1376516,0.3556082,0.9473485,1.0574669,1.0299827
5,0.0676879,1.0655568,0.0646071,0.1512743,0.8620449,0.0893105,0.3669313,1.053932,1.0018501,1.0277543
5,0.0682889,0.9410072,0.0573394,0.1354809,0.9548714,0.0606817,0.4514847,1.0303563,0.9803829,1.0130637
5,0.0691548,1.0759281,0.05148,0.1381547,0.9888657,0.0611546,0.3557982,1.050108,1.0289227,1.1330529
5,0.0679691,1.0552795,0.0612576,0.176776,0.9357704,0.1624184,0.375589,0.9726153,1.0310732,1.0878876
5,0.0727665,1.0181843,0.07184,0.1833093,1.0233911,0.1539498,0.3414212,0.9642829,1.0354792,1.0257676
5,0.0781097,1.0436943,0.0567715,0.1226658,1.0123304,0.0796385,0.4012046,1.0284868,1.0080498,1.0246824
5,0.0636129,1.0595105,0.0282302,0.1129513,0.9490762,0.0466042,0.4566136,1.0292798,1.077856,0.9954019
5,0.079082,0.9740535,0.0536362,0.1125686,0.9496529,0.0559314,0.4153344,1.0051599,1.0216426,1.0575852
5,0.0661847,1.0201349,0.0592152,0.1570442,0.9523157,0.0882444,0.4593869,1.1365411,1.1690479,1.1092006
5,0.0691844,0.9831887,0.0655806,0.2122192,0.956386,0.084834,0.4326215,1.1311226,0.9776639,1.0354818
5,0.0767029,1.0539432,0.040819,0.2303528,0.8156227,0.3125853,0.3766594,1.0636274,1.0229598,1.102483
5,0.0511368,0.9697158,0.060391,0.2011601,1.0036145,0.1492059,0.3890967,0.9501898,1.0023747,1.0987088
5,0.0563455,1.0417988,0.0574022,0.1607882,0.8833237,0.1120257,0.4240695,1.072235,1.1500349,0.9477009
5,0.0661433,1.0123233,0.0579015,0.163592,0.859269,0.0777722,0.4101159,1.0434277,1.0430921,1.1448147
5,0.0528517,1.0491837,0.0717841,0.1538149,0.9369969,0.0975664,0.4428596,1.1400502,1.0879777,1.1419428
5,0.057191,0.9771183,0.0862645,0.1763789,0.9008049,0.1423987,0.3829419,1.0149372,1.0076674,0.9319223
5,0.0628806,1.0469089,0.0612895,0.1612671,0.8370661,0.1388553,0.3764513,0.9886771,0.9505468,1.1038043
5,0.0427144,1.0311976,0.0509327,0.1637571,0.9072412,0.082158,0.4619937,1.090828,1.0548608,1.0464516
5,0.0508846,0.9993486,0.0551556,0.143709,0.9525127,0.0863722,0.3983782,1.0742582,1.0446468,1.0138191
5,0.0755281,0.9024959,0.0799165,0.1386856,0.9949375,0.1609538,0.373358,1.0856588,0.9941478,0.9651347
5,0.0659636,1.0229786,0.0567778,0.1676499,0.8430257,0.1757847,0.3832413,0.9020094,0.970919,0.9648559
5,0.0660474,0.9528343,0.0500108,0.2143717,0.9515956,0.1558357,0.3781919,1.0200851,1.0136892,0.9522029
5,0.0747235,1.0331713,0.0526301,0.1393719,0.9204545,0.1308797,0.4301772,0.9802468,1.017054,1.0148718
5,0.0707034,1.0167995,0.0376334,0.0979176,1.0309207,0.0269159,0.4417588,0.9354881,1.0248684,1.0853869
5,0.0796561,0.9883137,0.0655336,0.1219365,0.8784115,0.0926227,0.4114136,1.040475,0.946998,1.1387483
5,0.0710976,1.0017364,0.0652108,0.1594191,0.9121818,0.1084605,0.4089769,1.0642626,0.9348378,1.0769969
5,0.0737373,1.0936435,0.0472696,0.1295011,0.9803477,0.0404437,0.4152862,1.0604457,0.9561303,1.0220776
5,0.0627847,1.0447916,0.0633288,0.1777147,0.9191185,0.2045636,0.3736505,0.9217773,1.0304848,1.0266878
5,0.0703488,1.0215149,0.0484499,0.1314673,0.8850277,0.0282641,0.5083998,0.9916216,0.9429781,0.9514959
5,0.0770683,1.0085248,0.0513679,0.086442,0.916341,0.0262572,0.4637903,1.0295878,1.0927013,0.9349445
5,0.0690334,1.017466,0.0498876,0.08949,0.9788592,0.0331193,0.4863594,0.9859382,0.9864533,0.9097914
5,0.0941906,0.9803902,0.0540235,0.1666588,0.9537592,0.0708975,0.3678767,1.059894,0.9683305,1.125677
5,0.0660105,0.9251037,0.0558794,0.1612274,0.8210074,0.0737008,0.4711329,1.0690915,1.0406724,1.0839196
5,0.0614364,1.0647092,0.0741542,0.2061547,0.9210107,0.1353455,0.4131082,1.0817174,0.9686279,0.9500456
5,0.0533304,0.9978884,0.050292,0.1356465,0.8852681,0.0289832,0.4171422,0.9972297,0.908547,0.9802798
