dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
7,0.075004,1.050799,0.0586493,0.1384118,0.8871941,0.1859066,0.3829614,0.4795816,1.0720301,1.0370287
7,0.0564379,1.0031644,0.0473276,0.1439499,0.9726855,0.107718,0.3828558,0.4786311,0.9781207,1.0103364
7,0.0504883,0.9868308,0.043284,0.1073106,0.951997,0.0509013,0.4161781,0.5387252,1.0124402,0.9945273
7,0.0434304,1.1495439,0.0514607,0.1127651,0.9611021,0.0571871,0.3737804,0.521352,1.1081201,0.9873535
7,0.0759791,1.0875024,0.0459413,0.1506556,0.9769271,0.1286762,0.4322615,0.5178592,0.9768745,0.9449623
7,0.0818985,1.0760242,0.0572272,0.123241,0.9691945,0.0552277,0.3904782,0.5038028,0.9923775,0.9509849
7,0.0884353,1.0515679,0.0651702,0.1415304,0.8773221,0.0789129,0.4711521,0.5466308,0.9795259,0.9827934
7,0.0557318,1.0275388,0.038532,0.1153525,0.9142752,0.0648043,0.411537,0.4774266,1.061663,0.9961406
7,0.0778524,0.966793,0.0644707,0.1247671,0.8428969,0.0753829,0.4424941,0.5351437,1.0494882,0.9525371
7,0.0584959,1.0047284,0.0558212,0.2246072,0.913916,0.4295078,0.3730937,0.5031143,0.9500713,1.0088346
7,0.0495223,1.1290837,0.035953,0.1029126,0.916805,0.0670004,0.4898701,0.518105,1.0485507,1.0231311
7,0.0649619,0.9985578,0.0624936,0.1614457,0.9049688,0.1011435,0.451497,0.5374475,0.9103498,0.9804545
7,0.0614816,1.1602844,0.0537681,0.1086295,0.9292715,0.0518169,0.4428016,0.5004137,0.978531,0.8991629
7,0.0728448,1.1111295,0.0550895,0.1287148,0.9607131,0.1775479,0.4827276,0.5022725,0.9992404,1.0006048
7,0.053302,1.0721312,0.0717399,0.1724254,0.9213946,0.3408413,0.396185,0.531637,0.9963774,0.9664999
7,0.0693485,1.0575531,0.0593376,0.1333907,0.991373,0.07636,0.5084811,0.4960767,1.0415192,0.9601499
7,0.0841741,0.9868858,0.0779666,0.1766785,0.8083188,0.1713372,0.405157,0.5115365,0.9905618,1.0547021
7,0.0750052,1.1088187,0.0679309,0.1852925,0.8181229,0.3691163,0.3706199,0.487639,0.9524993,1.0374063
7,0.0565433,0.9840732,0.0445665,0.130265,0.9635169,0.0815258,0.3952915,0.5518821,0.9511995,1.0445188
7,0.0815328,1.0227126,0.0563463,0.1516228,0.8879622,0.2270258,0.4144804,0.4972542,1.0236562,1.0963284
7,0.0855195,0.9770409,0.0699519,0.1818434,0.8478632,0.2349736,0.4167764,0.5285348,0.9804861,1.0661421
7,0.0417388,0.9904489,0.0662697,0.1487883,0.90747,0.1280884,0.3239293,0.5190305,0.9583643,0.9510324
7,0.0695402,1.0077711,0.086181,0.1996706,0.8653755,0.3374225,0.3867658,0.5657107,1.0160803,0.9897247
7,0.0447872,0.9677755,0.0597122,0.1531808,0.8441302,0.2079836,0.4311048,0.582432,0.9779088,0.9754475
7,0.0778858,0.9953222,0.0720541,0.1476484,1.0141321,0.0791101,0.4410047,0.5161256,0.9467564,1.0927673
7,0.0546856,0.9512179,0.0589656,0.1455238,0.9275283,0.0955086,0.3906255,0.5282332,0.9847616,1.0955031
7,0.0478191,1.022909,0.0656207,0.1577091,0.8874157,0.2033011,0.40611,0.4936036,0.9709103,1.11936
7,0.0510439,0.9873073,0.0820604,0.1838973,0.9141079,0.1953879,0.4482609,0.4864867,1.0190606,0.9697279
7,0.0607582,0.9885274,0.0559164,0.1457561,0.917811,0.1187752,0.4376438,0.5119126,0.9792311,1.0381695
7,0.0682218,1.0275941,0.0653783,0.1477683,0.9576238,0.0757441,0.4500619,0.4785365,0.9535271,0.9910409
7,0.0652253,1.0305281,0.0598884,0.1638181,0.979697,0.1937947,0.4477007,0.4523316,0.9337576,1.0551377
7,0.0528373,1.0605695,0.0654627,0.1698082,0.8169991,0.2153135,0.3593706,0.4746024,0.9798448,1.0327932
7,0.0918312,1.0466963,0.0811865,0.177707,0.8960272,0.2603757,0.4364053,0.5084246,0.9849103,0.9789302
7,0.0688177,1.0080869,0.0927655,0.1968129,0.8642473,0.2277995,0.3512037,0.4114862,0.9908644,1.012095
7,0.0719505,1.0248206,0.0655219,0.1456191,0.8744113,0.1083516,0.4436031,0.5264053,1.0301441,1.0305529
7,0.084379,1.0489151,0.0654911,0.1387753,0.8573329,0.3110964,0.359332,0.5598892,0.974509,0.946863
7,0.055169,1.0369871,0.0476379,0.1390755,0.9926443,0.0801409,0.4210806,0.5124143,1.0383496,1.0196016
7,0.0584263,0.9501284,0.0552299,0.1522904,0.8494536,0.12866,0.4119875,0.5158992,0.9738269,1.0033852
7,0.0736116,0.9247909,0.060016,0.1418452,0.9444431,0.0840264,0.4839649,0.5721822,1.0820151,1.0620427
7,0.0970832,1.0591114,0.0754176,0.1333021,0.9322856,0.2123688,0.4475179,0.5261149,1.0671314,0.9738177
7,0.0282725,1.0371875,0.061172,0.127624,0.9310776,0.0819905,0.420399,0.5723567,1.0558638,0.9951205
7,0.075196,0.976942,0.057235,0.193561,0.9171019,0.2436346,0.3867304,0.5563522,0.9910593,1.0609852
7,0.0638402,1.0603573,0.0670399,0.1605194,0.8773541,0.196537,0.4820437,0.5052469,0.9266367,0.9538922
7,0.0924515,0.986966,0.0475073,0.1360955,0.9824705,0.1108843,0.3862091,0.496308,0.9926946,0.9234475
7,0.0625399,1.1717897,0.0552572,0.1146876,0.9720852,0.1101293,0.4702121,0.5286348,1.0542226,0.93392
7,0.0643034,1.003486,0.0698397,0.1476915,0.9014958,0.1315805,0.4773036,0.5265794,1.0121921,1.0249549
7,0.0656191,1.0244295,0.0885611,0.213286,0.9038398,0.3032564,0.4105024,0.5772292,1.0297952,1.0945169
7,0.0804112,0.9728073,0.0987531,0.187029,0.8976851,0.2151792,0.4424661,0.5223255,0.974422,1.0233976
7,0.0938006,1.0297057,0.0727913,0.1383338,0.9349899,0.1836526,0.4226245,0.4759455,0.994601,1.0334953
7,0.0580264,1.007245,0.0763725,0.1626032,0.9435956,0.323136,0.3949056,0.503268,0.9032723,0.8962179
7,0.0742341,0.9872227,0.0764907,0.1721748,0.9281797,0.2492224,0.3907845,0.5485665,0.9635181,0.9687018
7,0.0587846,1.0476279,0.0608073,0.1186864,0.9679952,0.0832459,0.4835519,0.5448724,0.9535247,0.9412318
7,0.0848943,0.9574587,0.0560529,0.1077647,0.9216178,0.039395,0.4346128,0.5087803,0.9588756,0.9798687
7,0.058482,1.0857809,0.0563209,0.1603584,0.883713,0.2603034,0.5092004,0.4933493,0.9905724,1.0393504
7,0.0312685,0.9727092,0.0463652,0.1407894,0.8740032,0.1164165,0.4011799,0.4914752,1.0634155,1.0327345
7,0.0749278,0.9835645,0.0494289,0.1285678,0.8838685,0.0575031,0.5028322,0.4803424,0.9551686,0.9912693
7,0.1038906,1.0224637,0.0565253,0.1397966,0.9265394,0.1764415,0.3928737,0.4863058,0.9414157,0.9969326
7,0.0711134,1.0679343,0.0577601,0.1594782,0.8605095,0.1685145,0.4189945,0.4874106,1.0066035,0.955637
7,0.0893858,1.0356495,0.0669129,0.1360976,1.0133679,0.1071781,0.4238831,0.5546747,0.9956792,1.1086504
7,0.0829499,1.0154439,0.0693019,0.1761026,0.9114163,0.3327396,0.3474125,0.5209926,1.028955,1.0327008
7,0.0714042,1.0097565,0.0579799,0.11533,0.9326105,0.0778693,0.4583299,0.4586193,1.083224,1.0154446
7,0.0488455,1.0296047,0.0589606,0.1512071,0.9060365,0.1112156,0.4331308,0.4865007,1.005889,0.9964986
7,0.0559533,1.0032521,0.0581386,0.182949,0.9608896,0.1893747,0.3753635,0.5219118,1.0422107,1.0035448
7,0.0527467,1.0174181,0.0455462,0.1660532,0.8592813,0.1584229,0.4315687,0.6221083,0.9776826,1.0039495
7,0.094019,1.0738178,0.0611252,0.1842011,0.9076596,0.4312701,0.341873,0.491312,1.0445884,1.0946417
7,0.0785176,0.9972395,0.0702515,0.1607665,0.9816684,0.1777847,0.3628657,0.4745861,0.9637314,1.0045252
7,0.0798855,1.0227301,0.0544942,0.1906255,0.932312,0.2497256,0.4173757,0.5139083,1.0175754,1.0335463
7,0.0779274,1.0184802,0.0592018,0.1650529,0.9305045,0.1446754,0.4071657,0.5005372,1.1656114,0.9831585
7,0.059279,0.9998553,0.0573912,0.1790969,0.9446007,0.1626718,0.4017922,0.4735982,1.0414119,1.0314251
7,0.064583,1.025752,0.0681823,0.1572218,0.9243996,0.1045045,0.4372345,0.4798286,1.0408797,0.9984351
7,0.0606182,1.0662009,0.0790443,0.1205346,0.9565079,0.1013531,0.4535405,0.529166,1.016501,0.9983247
7,0.0673665,1.0985512,0.0484452,0.1253425,0.9277594,0.103705,0.4716029,0.4947213,0.965721,1.008166
7,0.0570437,1.0546413,0.0475743,0.1685733,0.9053904,0.246031,0.4298697,0.5285838,0.9992245,1.0623471
7,0.0654226,0.9258905,0.0817842,0.2052683,0.9312732,0.2822893,0.363719,0.5037557,0.9873124,1.0153482
7,0.0727859,1.0410587,0.0663194,0.1874568,0.8314304,0.2243574,0.4018647,0.5071415,0.9484294,1.0334542
7,0.0602464,1.080404,0.0583639,0.1502582,0.921399,0.1553601,0.411998,0.574717,1.0082063,0.9666758
7,0.0677075,1.0075451,0.0630551,0.1031713,0.9678852,0.1376757,0.3923164,0.5540558,1.0359455,1.0017498
7,0.087576,0.971117,0.0536828,0.1505997,0.8443503,0.2075192,0.3683794,0.488586,1.0572255,0.9644821
7,0.0600636,1.0611988,0.0506772,0.1157654,0.886825,0.0806215,0.4341251,0.4575544,0.9894274,0.9170901
7,0.0560372,1.0358166,0.0595941,0.1518638,0.922298,0.2334591,0.4129582,0.5744464,1.0208549,1.0388011
7,0.0647221,0.9670268,0.0528386,0.177759,0.8340322,0.2363781,0.3944187,0.5145691,1.0892368,1.0449101
7,0.0550465,0.9508983,0.0814262,0.1853896,0.9614914,0.2907622,0.40364,0.4804752,0.9083268,0.9805008
7,0.0713484,1.0536323,0.0521469,0.1657828,0.9662753,0.1714857,0.4154042,0.487736,1.1175296,1.028681
7,0.0667551,0.9984725,0.0528582,0.1409067,0.9475301,0.1059113,0.4611064,0.5081976,1.0260468,1.061404
7,0.0734989,1.0418208,0.0668939,0.2051936,0.8576425,0.4684899,0.3625198,0.4846499,0.9573743,1.0096255
7,0.0581428,0.9753995,0.0538306,0.196365,0.8297404,0.2979865,0.3665653,0.5540506,0.974533,1.0293479
7,0.0631844,0.9496569,0.0673039,0.1678729,0.938544,0.1802408,0.3799799,0.4813814,1.0530675,0.9992782
7,0.0499345,0.9932916,0.0614717,0.1061933,0.9148563,0.0675567,0.4868965,0.51393,1.0017341,0.9699399
7,0.0781682,1.020073,0.0647477,0.1471368,0.9675663,0.1555864,0.4021659,0.5385266,0.9957422,1.0323278
7,0.069179,1.0275101,0.0611318,0.1365097,0.9481578,0.1645309,0.4402487,0.503979,1.0104005,1.1022681
7,0.0621534,0.92815,0.0659731,0.1575008,0.9726471,0.1472759,0.4507234,0.512935,1.0131938,0.921417
7,0.0551143,0.9985611,0.0591883,0.1284456,0.7988112,0.2049175,0.3852484,0.4669352,1.0603446,1.0668339
7,0.0791235,0.9874938,0.0615566,0.1148397,0.9934034,0.079607,0.4754507,0.4736708,0.927433,1.0496178
7,0.0682322,0.9666737,0.0767963,0.2068307,0.9471459,0.2260834,0.3871831,0.5228952,1.0333827,1.134918
7,0.0664917,1.0223171,0.0433585,0.0887833,0.9252766,0.0601879,0.443634,0.5608792,1.0046058,1.0141327
7,0.0796866,1.0207115,0.0572866,0.1462524,0.9076644,0.1788456,0.3879956,0.5045342,1.0398105,1.0371983
7,0.0676132,1.0330178,0.0782903,0.162071,0.9232799,0.2144499,0.4017372,0.5789787,1.0000893,1.0240424
7,0.0795316,0.9492014,0.0519408,0.1469799,0.92098,0.1163302,0.4101933,0.5324881,1.0619759,0.9886739
7,0.0761742,1.0476137,0.0604385,0.1657664,0.9991323,0.1107712,0.4556794,0.4877292,1.032219,1.0804456
7,0.0967046,1.0847634,0.074352,0.2119816,0.9291962,0.3919522,0.3962391,0.4820703,1.090146,0.9969043
7,0.0391124,1.0486482,0.0550767,0.1727076,0.9754097,0.1926368,0.332548,0.5705794,1.0961265,1.071934
7,0.0725576,0.9608365,0.0535285,0.1886948,0.9252983,0.1624972,0.3812842,0.5452506,0.926609,0.8999214
7,0.0711786,1.0471772,0.0618703,0.1731433,0.9055095,0.1976737,0.3767184,0.6097344,0.9274846,0.9975992
7,0.0798032,0.9384825,0.0571979,0.1555015,0.7828893,0.3227378,0.4042326,0.5258643,0.9820135,1.0593051
7,0.0868408,1.0191339,0.0581297,0.1462528,0.9069659,0.1693927,0.3967205,0.4967727,1.04212,0.9363152
7,0.0610978,1.0796676,0.0521868,0.1696196,0.8748146,0.2654541,0.4096174,0.4967392,0.9489041,1.0304853
7,0.0654976,1.0814993,0.085619,0.1749945,0.8199839,0.1914743,0.4576481,0.4518538,0.9868551,1.0669567
7,0.0633207,1.0320237,0.0462458,0.1274584,0.9786419,0.1319151,0.4025632,0.5394936,0.9680191,1.0573705
7,0.0850456,1.0226095,0.0769266,0.1544568,0.8725067,0.3092536,0.4201443,0.5005185,1.0821547,1.0848494
7,0.0632025,1.0755697,0.0429593,0.1404773,0.8456363,0.1103668,0.4660342,0.4980538,1.0089433,1.022302
7,0.0755471,1.0017803,0.060492,0.1263024,0.9496531,0.0931483,0.4287655,0.5759317,1.042192,0.971518
7,0.0399113,1.0918408,0.0429488,0.098531,0.8977484,0.0617685,0.421316,0.520142,1.037956,0.9539886
7,0.0559178,0.9735301,0.0570631,0.2220673,0.8747251,0.278704,0.3760995,0.4385148,0.9468251,1.0596796
7,0.0505263,1.0873036,0.0894477,0.1808285,0.9641837,0.1768815,0.3523773,0.5045091,0.9780467,0.9614843
7,0.0821303,1.0785556,0.0483888,0.0988547,0.936337,0.0698906,0.3711484,0.5506503,1.0884106,1.0624916
7,0.0568414,1.0421787,0.0497264,0.1381487,0.9270777,0.0562157,0.367822,0.5499911,0.977637,1.0355007
7,0.0706739,0.9882233,0.0877015,0.196216,0.8338758,0.4363347,0.3688234,0.5270238,0.9846777,0.9982514
7,0.0647615,1.0189878,0.0360343,0.0815026,1.0426887,0.071514,0.5061894,0.4902642,0.9934531,0.9320624
