dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
9,0.0664428,1.072433,0.0372732,0.171269,0.8119096,0.2440234,0.4426577,1.042689,1.0369446,0.467519
9,0.0953709,1.0266906,0.0552675,0.1662875,0.9032285,0.1927101,0.4910312,1.0290479,1.0469544,0.5051768
9,0.0707009,1.1089654,0.0615576,0.1470012,0.925693,0.1508475,0.4248313,1.0110354,0.9891856,0.5646615
9,0.0449444,0.9469042,0.070954,0.1764789,0.8634885,0.2768779,0.4125925,1.0241502,0.9859607,0.52364
9,0.0721653,1.0934841,0.0670403,0.1475992,0.8962583,0.2914153,0.4334806,0.9348035,1.047185,0.4979203
9,0.0607155,0.9807718,0.0487885,0.1223346,0.9171283,0.1410794,0.4170676,1.0338398,0.9625043,0.5070383
9,0.0772555,1.0563068,0.0661938,0.1181494,0.9145759,0.1266162,0.4966785,0.9955767,0.9488654,0.4862299
9,0.0532111,0.9769666,0.0587267,0.1893333,0.914366,0.2005027,0.4609349,0.9543038,1.1026125,0.4868155
9,0.0700861,0.9378568,0.0506824,0.2174763,0.9516054,0.3533657,0.4573638,0.9974176,1.0337912,0.5046857
9,0.0769513,0.9724485,0.069244,0.1501094,0.9575256,0.2138495,0.3979295,0.9953557,0.973202,0.4990069
9,0.0864946,1.0274691,0.075599,0.157308,0.8487205,0.1881656,0.4192301,1.0182689,0.9983268,0.488181
9,0.0605969,1.0528124,0.0610255,0.1474244,0.9477492,0.2589035,0.4463633,1.0717329,1.0410229,0.4993845
9,0.0877005,0.9958942,0.0799221,0.129969,0.9401711,0.1279902,0.4242603,1.0632717,1.0411556,0.5271097
9,0.0671342,1.0359815,0.0444271,0.099256,1.0357441,0.0444422,0.4685295,1.0654059,0.9809474,0.4635397
9,0.0699112,1.0650134,0.0702739,0.1684287,0.9380191,0.1535152,0.4425635,1.0781368,1.0110275,0.4825111
9,0.0703802,0.9440175,0.0610101,0.1170057,0.9943111,0.0739092,0.4892798,0.9581762,1.0073632,0.4831012
9,0.0753913,1.0700688,0.0680765,0.1325014,0.9319393,0.1851407,0.4391767,1.0626191,1.0370072,0.4984357
9,0.0586949,1.1081429,0.0526862,0.134625,0.9894776,0.0588653,0.4908845,1.0078319,0.9999164,0.4926665
9,0.057181,1.0205515,0.0659431,0.1492062,0.9557479,0.2472245,0.4054375,1.1369228,0.9715487,0.5234326
9,0.081909,1.0384787,0.0560602,0.1240012,0.9215013,0.1326096,0.437089,1.0025437,1.0746782,0.5909189
9,0.0740829,0.9742035,0.0505632,0.1345206,0.9345808,0.080682,0.5091371,0.976233,0.9902892,0.4691674
9,0.05866,1.1461938,0.0457719,0.1383714,0.8191316,0.1414413,0.4334177,1.0017967,1.0237802,0.5758059
9,0.0685229,0.9579027,0.0528459,0.162602,0.9695237,0.0893983,0.5067931,0.9898718,1.0355793,0.5600869
9,0.0891012,1.0301069,0.059224,0.1362456,0.992009,0.092496,0.4270146,1.0384061,1.0823113,0.5158631
9,0.0754659,0.9380484,0.0694532,0.1509696,1.0187256,0.0885573,0.4641665,0.9625738,1.0119094,0.4745473
9,0.0831301,0.9656836,0.0655103,0.1808431,0.9227665,0.194605,0.476066,0.9834283,0.9962014,0.4856616
9,0.0728101,1.0164116,0.044325,0.1421413,0.9143718,0.1132117,0.4425997,0.9782421,1.053408,0.5656071
9,0.0627068,1.0408158,0.0519157,0.1415763,0.9791021,0.2276064,0.4332185,0.9666344,1.0397336,0.5072842
9,0.0653951,0.9686678,0.0506509,0.13237,1.0496372,0.084171,0.4411058,1.0091764,0.9673706,0.5823068
9,0.0577999,1.0476456,0.0610314,0.1081059,1.0233251,0.0884788,0.4723861,0.9910902,0.9417005,0.5541126
9,0.0531135,1.0572801,0.0514754,0.2014114,0.8742299,0.4371056,0.3557491,0.9967189,0.9906432,0.5613496
9,0.0759533,1.0797092,0.0538967,0.1218522,0.9124343,0.0649331,0.4335201,1.087544,1.0654202,0.4914509
9,0.0600821,1.001188,0.0506794,0.1185473,0.9602233,0.0585116,0.4835408,1.0298963,1.0252781,0.4741242
9,0.0845848,0.9908931,0.0506293,0.1095528,0.9625367,0.0909374,0.4242438,0.9970174,1.0042759,0.5313409
9,0.0722375,1.0004992,0.0639914,0.1417281,0.8837739,0.0724712,0.4613986,1.0053705,1.013284,0.5592113
9,0.05733,1.0048653,0.0557135,0.1714463,0.9734473,0.157646,0.4368496,1.0448111,0.9672815,0.503035
9,0.059365,1.0634694,0.063493,0.1259587,0.961995,0.06866,0.4755714,0.9741983,0.980369,0.517411
9,0.0696405,1.0485275,0.0800089,0.1380129,0.9643925,0.1175814,0.4177126,1.105563,0.9608557,0.4714437
9,0.0629231,1.0483916,0.0740925,0.1286901,0.9106371,0.09778,0.4682223,1.0755285,1.0218325,0.490078
9,0.0695632,0.9452784,0.0585933,0.1591121,0.9141915,0.2003869,0.4230561,0.9216434,0.9695239,0.5391115
9,0.1093209,1.0265576,0.0639534,0.1602617,0.8952349,0.2431191,0.3979315,1.0143536,0.9616341,0.4775853
9,0.0431478,0.9537522,0.0504111,0.106583,0.9641762,0.0406893,0.514805,1.0152009,0.9816608,0.4973975
9,0.0925051,1.0228017,0.0654735,0.1523592,0.8668401,0.0810943,0.47103,1.0505999,1.0302729,0.5009748
9,0.0810206,0.9972845,0.0724839,0.1659164,0.9206527,0.2072078,0.4856228,1.0410413,0.9735556,0.4815812
9,0.0562269,0.9748357,0.0602987,0.1927617,0.9574808,0.0783932,0.5189152,1.1027839,1.1207821,0.4807699
9,0.0690013,0.9600849,0.0527745,0.2063565,0.9906337,0.1131491,0.3986055,1.0072801,0.9552065,0.5029609
9,0.0559517,1.0244113,0.0288467,0.1525785,0.9398578,0.090289,0.4247298,0.9524697,0.9611822,0.5397491
9,0.0325841,0.9843694,0.0643731,0.1368425,0.9093997,0.0740371,0.4526325,1.01947,0.9363055,0.4883189
9,0.0464205,0.9030916,0.0728254,0.1535425,0.9325892,0.2065148,0.4274714,1.051887,1.0836726,0.5182397
9,0.0666008,0.9848892,0.0580906,0.1128084,1.0399704,0.0745991,0.4780947,1.0142977,1.0194256,0.4883007
9,0.0675911,1.0494252,0.0657205,0.1944269,0.8422573,0.2332246,0.4354045,1.115536,1.0174971,0.5192174
9,0.0679917,1.0352999,0.0723594,0.1642305,0.939064,0.2066137,0.477828,1.0832657,0.989443,0.4911963
9,0.0673113,1.0149009,0.0545312,0.1265675,0.9510861,0.1506147,0.405241,0.9315187,1.0709382,0.5419652
9,0.0653439,1.0773758,0.0972749,0.1132991,0.9756268,0.0696851,0.4376281,0.9407811,1.0463748,0.4874129
9,0.03818,1.0111948,0.0725955,0.2001067,0.9223413,0.25542,0.4810079,1.0016514,1.0962399,0.4986667
9,0.0657978,0.9183132,0.0625737,0.1790624,0.9596562,0.2102965,0.4477412,0.9768529,1.1082093,0.4986659
9,0.0563484,1.0439235,0.076011,0.1235925,0.9593191,0.1448192,0.4416378,1.0465876,0.9715777,0.5033487
9,0.0863164,1.053436,0.0900474,0.1516093,0.8661445,0.196469,0.4310354,1.1259301,1.0144569,0.5384566
9,0.0840568,0.9985924,0.0783625,0.1794664,0.9099467,0.1039397,0.4717639,1.0224769,0.9361731,0.6009794
9,0.0902808,0.9686191,0.0439865,0.1157424,0.9848137,0.0847347,0.4909299,1.0222141,1.0289389,0.5257459
9,0.0485732,0.9545243,0.062624,0.1126446,0.9266295,0.046272,0.4609811,1.0800116,0.9574873,0.5364776
9,0.0755594,1.014867,0.0534809,0.1801958,0.8869669,0.2897768,0.383908,1.0082058,1.047287,0.459398
9,0.0770428,0.9843183,0.04706,0.1238157,0.95901,0.0868428,0.4921968,0.9212055,0.9533165,0.5033926
9,0.0527208,1.0629662,0.063419,0.1607688,0.8884942,0.3155009,0.3927522,0.9797133,1.0215607,0.4373279
9,0.066957,0.9602314,0.0725118,0.1406094,0.873047,0.0764633,0.4142171,1.038144,1.0047413,0.4996732
9,0.0797585,0.9394729,0.0959673,0.1594258,0.8768412,0.1597559,0.4751885,0.9579322,1.061972,0.4450175
9,0.0656643,0.952805,0.0705118,0.1244969,0.9531979,0.0832912,0.4403834,1.0233718,0.9949735,0.5093974
