dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
0,0.0291656,1.0339171,0.0419379,0.1240354,0.9611377,0.0755174,0.3777968,1.0271438,0.9859496,1.0199918
0,0.0235795,0.9632248,0.0515535,0.1908252,0.8625119,0.2115628,0.4276228,1.0769872,1.102976,0.9536401
0,0.0398919,1.0186762,0.0616287,0.1334214,0.9447506,0.054394,0.4232685,1.0074778,1.0389235,1.0115912
0,0.0424093,1.0190396,0.0424891,0.1358114,0.9064876,0.1251051,0.4220989,0.9322027,0.975011,1.0811576
0,0.0498861,1.031382,0.0741394,0.1678269,0.8845446,0.1438484,0.4146416,1.0081417,0.974093,1.0142082
0,0.0331833,1.0292072,0.0391879,0.1700998,0.9168073,0.1173381,0.4367095,1.0149168,1.0517776,0.9622558
0,0.0318462,0.9859845,0.0495612,0.1669922,0.9307021,0.1852611,0.3919965,1.0156502,1.0676084,1.0050324
0,0.0323424,1.0446031,0.0607939,0.1493385,0.893377,0.1464108,0.4231901,1.0084202,1.0274333,0.964353
0,0.0388281,0.9634722,0.0709135,0.135233,0.8875006,0.1377738,0.4123683,1.0010142,0.9129171,1.0354082
0,0.0437317,1.0095343,0.0484669,0.1213874,0.8500165,0.0821808,0.460205,1.0040676,0.9656986,0.994748
0,0.0266786,1.0435082,0.0652638,0.1667038,0.9604276,0.0682891,0.4315886,1.0450562,1.05199,1.021922
0,0.0281215,0.9567365,0.0597221,0.1755965,0.9012939,0.1886981,0.4328894,1.0034745,1.0241789,1.0500872
0,0.0349895,1.0747323,0.0495566,0.1875265,0.9133785,0.3552488,0.3568022,1.0283628,1.0226254,0.9846084
0,0.0419371,0.9525505,0.0645565,0.1510219,0.8273587,0.196501,0.4190913,1.0571057,0.9364056,1.0402581
0,0.0367642,1.0053188,0.0673727,0.1953808,0.8826654,0.2532401,0.3715,1.052719,1.0207166,1.1108682
0,0.0291899,1.075062,0.061659,0.1523668,0.8371361,0.2275639,0.3986408,0.9921111,0.9602895,1.0057087
0,0.0289419,0.9856378,0.0521077,0.1858569,0.9071766,0.3003122,0.4042118,0.9966624,1.0309281,0.9919545
0,0.0278208,1.0736329,0.0443415,0.1546978,0.8528503,0.1802363,0.4012774,1.1355549,0.9616175,0.9417602
0,0.0504185,1.1182605,0.066532,0.138778,0.9264439,0.1879858,0.4279789,1.0463496,1.0280564,1.0239093
0,0.0342794,0.9972241,0.0601734,0.1531386,0.9023365,0.0843282,0.4325947,0.9388117,0.9749243,1.0168864
0,0.0282093,1.020162,0.0418937,0.176219,0.9790219,0.1373606,0.4521199,1.0099365,0.9790875,1.067103
0,0.0347393,0.8862781,0.0505997,0.1934026,0.9284083,0.2251394,0.3818351,1.0005529,0.9413882,1.0022946
0,0.0432958,0.9846788,0.0692892,0.243076,0.8838725,0.4596851,0.3651962,0.9965462,0.9535019,1.0256963
0,0.0358043,1.0287401,0.051842,0.1426089,0.9564343,0.1064711,0.4228255,0.9699788,1.0676189,0.9822517
0,0.034111,0.9653036,0.0662243,0.1479312,0.9550963,0.1299491,0.4449337,1.0329766,1.0518378,0.9791527
0,0.032684,1.0833283,0.0421129,0.1115015,0.8613892,0.1404866,0.3666341,1.134035,1.0730038,1.03662
0,0.0150567,1.0393675,0.0719552,0.1541391,0.8892715,0.2816038,0.3841046,1.1338937,1.0288368,0.9963877
0,0.0298459,1.009702,0.0560442,0.1338479,0.9671197,0.0606079,0.4311027,1.0417435,1.0059511,1.0564727
0,0.018948,1.0975632,0.0533748,0.1277325,0.8394414,0.1457189,0.4064041,1.0363083,1.022175,1.0964011
0,0.0334418,1.1171827,0.0761385,0.165001,0.8363378,0.3007808,0.396374,1.060782,1.0908035,1.0501215
0,0.0371398,0.9586982,0.0687312,0.1756718,0.9433089,0.085648,0.3661635,1.0804757,1.0266278,1.0646934
0,0.035485,1.0138584,0.0708158,0.1552036,0.9157223,0.3016821,0.3815316,1.0168579,0.9913738,0.9563368
0,0.0306983,1.1432067,0.0662661,0.1497005,0.9627515,0.2058494,0.3839301,1.0788889,0.9532898,1.0038712
0,0.0343701,0.9214016,0.0423163,0.1174898,0.9462593,0.0694841,0.4717895,1.0236724,0.9718805,1.0960856
0,0.0378162,0.9835255,0.0615427,0.1535482,0.9086741,0.1149671,0.4512093,1.0060435,0.9271301,1.0617139
0,0.037752,0.9990538,0.0455034,0.1507065,0.8815229,0.1952055,0.4384723,1.0667644,1.0293875,1.0524856
0,0.043161,0.9708443,0.0850068,0.1820141,0.8665343,0.2104698,0.4132279,0.9915284,0.9873499,1.0634068
0,0.0361098,0.9782138,0.0695578,0.1503588,0.8916909,0.1448117,0.4304905,0.9861298,1.0024356,0.9932476
0,0.0225925,1.0349693,0.0857892,0.1809354,0.8343966,0.1850548,0.3911536,1.0570749,0.9324863,1.0379912
0,0.0373412,0.9587801,0.0735568,0.2092269,0.9230782,0.4267738,0.4117717,1.0053422,0.9880142,1.0008458
0,0.0244697,1.0113627,0.0544405,0.1317782,0.9264498,0.0720679,0.4349557,1.0300941,1.0925041,1.0800029
0,0.0340372,1.0047082,0.0569989,0.162536,0.9211945,0.1457793,0.3714928,1.0819018,1.0244056,1.0189784
0,0.0400551,1.0716999,0.0774258,0.1444757,0.8806287,0.1191298,0.4290082,1.0496267,1.0044071,1.0510411
0,0.0313554,0.9970324,0.0631327,0.1388453,0.9287209,0.1746722,0.3596648,0.9402787,1.1214885,1.1243893
0,0.0316374,0.9686136,0.0440591,0.1369046,0.9299239,0.1167418,0.3798297,0.9713345,1.0063795,1.0259541
0,0.0315253,0.9985212,0.0576779,0.145214,0.9685368,0.0992881,0.442242,0.9923712,1.0112852,1.0291143
0,0.0395647,0.9869125,0.0553818,0.1072513,1.0387059,0.0460813,0.4598718,0.9551088,1.0268601,1.0619522
0,0.0419677,1.0465482,0.0494274,0.1470065,1.000709,0.0845716,0.3950159,1.0879415,0.9764919,1.1111959
0,0.0420745,0.9867987,0.0620495,0.0922259,0.9713477,0.0342358,0.4202508,1.0362054,0.9620388,1.0210026
0,0.0292913,1.0047549,0.0631055,0.1291696,0.8976612,0.2006039,0.3884232,1.0146261,0.9365547,1.0028088
0,0.0388222,1.0640051,0.0401558,0.121924,0.9826542,0.0624684,0.4214104,1.0236209,0.9690159,0.9803217
0,0.0559003,0.941551,0.0657741,0.1769273,0.9055864,0.3890787,0.3862934,1.0268877,0.9584843,1.0435246
0,0.0379866,1.0090442,0.0649629,0.2060837,0.9029252,0.2988655,0.3686911,1.0370982,1.0464285,0.9857772
0,0.0388385,1.0200897,0.0567013,0.145611,0.9498056,0.1128715,0.4255342,1.0230607,1.0223371,0.9826204
0,0.0303633,1.0393873,0.0507747,0.1467198,1.0087094,0.165768,0.4489213,0.966485,1.0309058,1.0312083
0,0.0479014,0.9163515,0.0794549,0.1544667,0.9172001,0.2419584,0.3642209,0.9433903,1.0525117,0.9278854
0,0.038211,1.0690356,0.0487398,0.0969514,0.8902712,0.0877448,0.4452321,1.0262539,0.986225,1.0816683
0,0.0359102,1.0367058,0.0732911,0.2072671,0.9542989,0.156591,0.3966476,0.9574669,0.9977047,1.0277557
0,0.0297623,0.9707793,0.0568652,0.1600804,0.8948362,0.2550615,0.4116187,1.0186003,0.967915,0.9163574
