dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
2,0.0810833,1.050538,0.0448223,0.1033281,0.9733677,0.0700341,0.3924811,0.9843047,1.0551818,1.0896215
2,0.0622895,0.9449291,0.0272769,0.0934203,0.920659,0.0291427,0.4036953,0.9493753,0.9765155,0.9625232
2,0.0614933,1.0339717,0.0158856,0.0811835,0.998351,0.0228331,0.5020013,1.0083559,1.0093936,0.97149
2,0.0545229,1.0365242,0.0336632,0.1270027,0.9481943,0.0665526,0.4460221,1.0949857,0.9639386,0.9984379
2,0.0938161,0.934409,0.036857,0.1109733,1.0005197,0.0238484,0.4196609,1.0356232,0.9481718,1.0821571
2,0.0485782,1.0093197,0.0269373,0.1063673,0.9738272,0.0280083,0.4385633,1.0559765,1.0381684,1.0285546
2,0.0671002,1.0445664,0.0220223,0.1072703,0.8477856,0.0455905,0.4101117,0.9554292,0.9968713,1.0710116
2,0.0740857,1.0996763,0.0274034,0.1163758,0.9554901,0.0455591,0.4698713,1.0409294,1.0449377,1.037227
2,0.0889742,1.0911129,0.0332413,0.0841358,0.9571062,0.0391921,0.4612045,0.9179124,1.085854,0.9933749
2,0.0702886,0.9605973,0.0328479,0.0806924,0.9914887,0.0271932,0.407242,1.0313934,1.0230414,0.9562036
2,0.0800204,1.0200502,0.0311221,0.050662,1.000368,0.0246598,0.4643022,1.0768389,0.9756419,1.0406522
2,0.0762537,0.9817478,0.0313264,0.0892015,0.9662609,0.0265744,0.4456194,1.0256223,1.0078228,1.0621745
2,0.0694748,1.0054123,0.0344326,0.0528899,0.9928843,0.0365127,0.43213,1.0162939,0.9796648,1.0447847
2,0.0623178,1.0455179,0.0185377,0.0890804,0.9316165,0.0261765,0.5087409,0.9283948,1.0647939,0.9914992
2,0.0703902,0.9095912,0.0247598,0.0494665,1.0303141,0.0161595,0.4648164,0.9754052,1.0312403,1.0072126
2,0.059667,1.0416091,0.0420046,0.1153712,0.9904248,0.0804108,0.4458135,1.0062986,0.9112831,0.9818855
2,0.079489,0.9478026,0.0335798,0.1044524,1.0224313,0.0294676,0.4566354,0.964669,0.9260178,1.043691
2,0.0585618,0.9657901,0.0351217,0.1051508,0.9214249,0.0314615,0.458589,1.0551657,0.9650311,0.9980851
2,0.0703894,1.0385948,0.0397522,0.0577344,0.9355803,0.0135555,0.4343467,1.0691419,1.0718446,0.9896485
2,0.0616257,1.0627823,0.024537,0.105229,0.9467553,0.0407383,0.4487479,1.0270828,0.9325082,1.0505184
2,0.0833866,1.0011325,0.0362049,0.1525249,0.9130297,0.1202993,0.4802892,0.9519634,1.0546652,1.0220533
2,0.0731625,1.0155694,0.0337551,0.116784,0.9158835,0.1192056,0.4482794,1.0010656,1.0321508,0.9344911
2,0.0708072,1.0258511,0.0293256,0.0673228,1.0924229,0.0575121,0.4511431,1.0258877,1.072251,1.0707422
2,0.0862972,1.1030466,0.022622,0.0493038,1.0081688,0.0332441,0.4012521,1.020819,1.0242222,1.0210876
2,0.0876078,1.1539281,0.0325738,0.0988428,1.017839,0.0398119,0.4208035,1.0060417,1.0130145,1.0312045
2,0.0774691,1.0857916,0.0402889,0.1173146,0.9892655,0.0399928,0.4295729,1.0868087,0.9686661,1.0875154
2,0.0406748,0.9357233,0.0258235,0.1115532,0.9544013,0.049987,0.4465239,0.9809734,1.0316565,0.9124178
