dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
8,0.0757197,1.0118583,0.0607001,0.1273941,0.8575956,0.0872291,0.4281401,1.0777466,0.4527119,1.114844
8,0.0864113,0.9720047,0.0561393,0.1492484,0.8713818,0.1289525,0.3901591,0.9854176,0.4686207,1.0589162
8,0.0561247,0.9290745,0.0793487,0.1460073,0.8282276,0.353118,0.3699918,0.9559748,0.5376081,0.9888712
8,0.0789914,1.082436,0.082523,0.1481799,0.865642,0.1874267,0.4166121,1.0172955,0.52103,1.0021867
8,0.0855428,0.8884856,0.053043,0.1205318,1.0174895,0.1331501,0.4400308,0.8626724,0.4869519,1.0051807
8,0.0839396,1.062305,0.0785322,0.168526,0.8772963,0.3766051,0.3928523,0.9986689,0.4734544,1.003813
8,0.0735781,1.0563586,0.0628298,0.1728433,0.880877,0.1989272,0.3602542,0.9601892,0.5273368,0.9747733
8,0.0895094,0.9923003,0.0618956,0.1608448,0.8934926,0.1774983,0.4377937,1.0432138,0.5513327,1.0609189
8,0.079755,1.0431519,0.0708142,0.1304032,0.8481354,0.1511249,0.4103416,1.0255103,0.5468595,1.030904
8,0.0667942,1.0399151,0.0582837,0.1563754,0.8422905,0.0808605,0.4253616,1.0241683,0.5096431,1.0798653
8,0.0904892,1.0098862,0.0578772,0.209145,0.9467511,0.2794311,0.3813921,0.9758666,0.5018884,1.0235415
8,0.0453737,1.0060926,0.0350572,0.109721,0.9177383,0.0524338,0.4198567,1.0238462,0.4729804,0.9750831
8,0.0576027,1.0909128,0.056325,0.1648761,0.9353544,0.2018144,0.3794734,1.0164207,0.5695868,1.0029655
8,0.0592574,1.011507,0.0555245,0.1388077,0.8498006,0.1941987,0.4322634,1.0031839,0.5366171,0.9733201
8,0.0804979,1.0059948,0.070431,0.1494383,0.9704518,0.1568341,0.401267,1.1165058,0.4624285,1.0990414
8,0.0528912,0.9693403,0.0662307,0.1343575,1.0157055,0.1204197,0.4680714,1.0215844,0.508883,1.0731732
8,0.0625338,1.0564048,0.069245,0.1581864,0.8702247,0.2117384,0.3951083,0.9655261,0.4987661,0.9778697
8,0.0621379,0.9411057,0.0546857,0.1264176,0.9174672,0.1354568,0.3869925,0.9875083,0.5228798,1.1119241
8,0.0616968,1.0121481,0.0689747,0.162606,0.9623741,0.2433339,0.3862287,1.0197527,0.48718,1.0217296
8,0.0884491,1.0319036,0.0348624,0.0973762,0.980049,0.0467506,0.4476085,1.0001616,0.5039092,0.9510001
8,0.0658931,0.9714561,0.074601,0.1405346,0.9029881,0.1241088,0.4117671,0.9462496,0.4483768,0.9952264
8,0.0769524,1.0809255,0.0648416,0.1335716,0.8524012,0.1708456,0.3811297,1.0837736,0.5179378,1.0141582
8,0.0814501,1.0308829,0.0405588,0.1554848,0.8577798,0.0983981,0.4456848,1.0760946,0.4645302,1.1614954
8,0.0599312,0.9818529,0.0617497,0.146989,0.8622764,0.1376791,0.3983211,0.9848939,0.4868068,0.9810073
8,0.0963673,0.9709668,0.050265,0.1326918,0.9276586,0.0618687,0.3770114,1.011139,0.5600506,0.9629804
8,0.0630722,1.0775084,0.0917303,0.1706523,0.8620391,0.2320461,0.3858355,1.0416423,0.5010343,1.0303197
8,0.0560818,0.9839644,0.0704933,0.1643363,0.9120022,0.1952872,0.3752239,1.0658463,0.5280623,0.9852097
8,0.0757501,1.0480022,0.0620716,0.1420258,0.8629773,0.1253735,0.4376685,1.0672075,0.4627804,0.9957749
8,0.0498489,1.0727941,0.0503136,0.1537487,0.7954572,0.1960095,0.4557893,0.9492397,0.5173158,1.1096301
8,0.0658181,1.0356517,0.0577414,0.1274053,0.9498922,0.110746,0.3955882,1.0476437,0.5402314,1.000442
8,0.0582764,1.0507203,0.0590419,0.1330337,0.830955,0.146115,0.3797823,1.0198903,0.5557596,1.098914
8,0.0871047,1.0363068,0.0720318,0.1876757,0.9724764,0.2354168,0.3372944,1.0090083,0.5280241,0.9489788
8,0.0682164,0.9874639,0.0649573,0.130688,0.8672429,0.1119988,0.3981068,1.0524132,0.5085261,0.987603
8,0.0793843,0.9443687,0.0499135,0.1581469,0.9689214,0.2323009,0.3872847,0.9509398,0.5053605,1.0262054
8,0.0525852,1.0135798,0.0568264,0.1524265,0.9509166,0.141311,0.400224,1.0174578,0.4006088,1.0127412
8,0.0525841,0.9396363,0.0631748,0.1528143,0.8651883,0.1149272,0.4234133,1.0024961,0.5415129,0.975788
8,0.0831666,1.0820343,0.0533354,0.0970281,0.9475402,0.0452385,0.4606355,1.0235902,0.5018624,1.0003828
8,0.0742744,0.964898,0.0489772,0.1271847,0.9245899,0.1307544,0.4524512,1.0370364,0.4985726,0.998724
