dummy,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1,0.1245059,0.5132853,0.1637313,0.2564582,0.8179473,0.9776432,0.3125077,1.0334619,0.9942286,1.0667629
1,0.0955829,0.5049176,0.1117994,0.2144623,0.935197,0.7672036,0.3467814,1.0202799,1.0658409,1.0137922
1,0.0980203,0.470612,0.1465486,0.2545928,0.8192521,0.8722881,0.2831786,1.0696862,0.9847872,1.000367
1,0.1260234,0.530592,0.1526973,0.2257041,0.8093457,0.6803907,0.2894403,0.9878374,1.0190392,1.1295757
1,0.1256696,0.4990761,0.1581656,0.2218222,0.8183417,0.8442284,0.2593707,1.049027,0.9499457,1.0953078
1,0.1266268,0.570404,0.1577994,0.2262086,0.8153677,0.890412,0.3399823,1.0880337,1.0110279,1.0610758
1,0.0963205,0.4531202,0.1274984,0.2416916,0.8579711,0.8027316,0.3055034,1.0325988,1.0527531,1.0728221
1,0.0952629,0.5786381,0.1452717,0.215243,0.8431224,0.7727049,0.3182627,1.0237564,1.0055696,0.8988668
1,0.1109929,0.4868183,0.1127651,0.2790847,0.8357293,0.8137428,0.3225063,0.9923104,1.0645417,1.0499205
1,0.1057887,0.5075207,0.1396883,0.213631,0.8372273,0.8514614,0.356467,1.0483539,1.0630674,1.0670412
1,0.1093655,0.4583409,0.146186,0.1959237,0.765617,0.7688862,0.3376874,0.928527,1.0764736,1.0273776
1,0.1100296,0.4478385,0.0960722,0.2183545,0.9104146,0.7733542,0.3454258,1.074324,1.0188622,1.1134685
1,0.1231258,0.4823449,0.1402282,0.1793524,0.9002196,0.7411912,0.3163146,0.9965064,1.0181556,0.9958623
1,0.0941064,0.5237573,0.1526229,0.2621938,0.8388727,0.8841892,0.3109282,1.0196075,1.009983,1.0173154
1,0.1011758,0.5151668,0.1523689,0.224922,0.7496259,0.9562632,0.2558751,0.9721308,0.9897545,0.99884
1,0.103521,0.4841901,0.1688624,0.2519412,0.9002053,0.837133,0.352468,0.9410054,1.0050759,1.0669304
1,0.1323354,0.5449517,0.1625319,0.261292,0.8852941,0.9229061,0.3050212,1.0066336,1.0386765,1.1152835
1,0.118742,0.508989,0.1524151,0.2484729,0.7985566,0.8884507,0.2781284,0.9949354,1.0714411,1.0424678
1,0.093698,0.4744499,0.1786201,0.2715187,0.8838881,0.8772306,0.3378506,1.0016261,0.9512984,1.0397608
1,0.0818312,0.5445979,0.1191662,0.2809039,0.8596807,0.7387536,0.3018933,0.9984077,1.0350436,0.9382395
1,0.1652822,0.5049333,0.1734637,0.2449381,0.7895797,0.9323492,0.2798733,1.0654758,1.1081384,0.9810697
1,0.0900961,0.542833,0.142001,0.210692,0.8352586,0.7795691,0.3464141,1.0232898,1.0703444,1.0315027
1,0.1359022,0.5240571,0.1663181,0.2364198,0.8673471,0.8443313,0.2930462,1.0707293,1.0974606,1.0516756
1,0.1142078,0.50413,0.1314763,0.2380268,0.8257397,0.5730752,0.3439295,1.0641132,1.031202,0.9923761
1,0.0952594,0.485673,0.141891,0.2473372,0.8635553,0.8377644,0.3026934,0.9326112,1.0907328,1.0645429
1,0.1292836,0.498234,0.1167659,0.1748938,0.926605,0.4308888,0.3576775,0.9566999,1.0133776,1.0898834
1,0.085446,0.5207593,0.1611775,0.2772568,0.8798925,0.7431148,0.3276012,1.0280587,1.0468761,0.9727641
1,0.0935461,0.51723,0.1414841,0.2838922,0.809808,0.9634699,0.2687489,0.9241783,1.0395136,1.0487878
1,0.1172679,0.4656821,0.1447457,0.2609488,0.879643,1.0225223,0.2686557,0.9486779,0.9881007,1.0563851
1,0.113378,0.5514003,0.1180688,0.2383606,0.8019257,0.6759113,0.3680381,0.9992226,0.9426081,1.0735996
1,0.1231162,0.4872672,0.1527279,0.2621448,0.9229524,0.8606833,0.3362715,1.0881151,1.0432348,0.9794048
1,0.1339655,0.446013,0.1260686,0.2726452,0.8273493,0.7361834,0.3117841,1.0069662,1.0184181,1.0270101
1,0.0989649,0.5880724,0.1146599,0.2649741,0.8284664,0.801752,0.4114626,1.0329654,1.0379043,1.0411615
1,0.0915684,0.5340933,0.1617518,0.2734515,0.7357279,0.9233441,0.3466384,1.0742832,1.0123158,1.0463152
1,0.1036815,0.4550291,0.1734549,0.204786,0.7857883,0.7939951,0.3526224,1.0007118,0.9921662,1.0081682
1,0.0833028,0.4840352,0.1808339,0.2719624,0.8659081,0.9016886,0.2695938,0.9061736,1.0593449,1.0274826
1,0.1411398,0.4964154,0.1781833,0.2735336,0.7754701,0.9886051,0.292576,1.0121052,0.998991,0.9889839
1,0.1034002,0.5184336,0.1538644,0.2518701,0.869251,0.7228108,0.31155,1.0274463,1.0155696,0.9798485
1,0.0956647,0.5256764,0.168237,0.2273092,0.7926599,0.8723128,0.3408938,1.0471077,1.0654837,0.9628469
1,0.0883859,0.4816891,0.1395711,0.2603322,0.8747757,0.8362704,0.2971722,0.9680835,0.9687859,1.1076697
1,0.1010591,0.5120884,0.1441982,0.2534141,0.8373343,0.8726887,0.3096862,0.972189,0.9829106,1.0045605
1,0.1283416,0.4754767,0.1422781,0.2200116,0.8143078,0.8750251,0.3095093,1.0104945,0.9632543,1.0056551
